,seqno,send.timestamp,receive.timestamp,gtp.out.timestamp,gtp.out.length,gtp.out.sn,sdap.sdu.timestamp,sdap.sdu.length,pdcp.decoded.timestamp,pdcp.decoded.length,rlc.reassembled.0.rlc.reassembled.MRbuf,rlc.reassembled.0.rlc.reassembled.timestamp,rlc.reassembled.0.rlc.reassembled.length,rlc.reassembled.0.rlc.decoded.lcid,rlc.reassembled.0.rlc.decoded.hqpid,rlc.reassembled.0.rlc.decoded.frame,rlc.reassembled.0.rlc.decoded.slot,rlc.reassembled.0.rlc.decoded.timestamp,rlc.reassembled.0.rlc.decoded.length,rlc.reassembled.0.mac.demuxed.frame,rlc.reassembled.0.mac.demuxed.slot,rlc.reassembled.0.mac.demuxed.ldpciter,rlc.reassembled.0.mac.demuxed.mcs,rlc.reassembled.0.mac.demuxed.hqpid,rlc.reassembled.0.mac.demuxed.hqround,rlc.reassembled.0.mac.demuxed.timestamp,rlc.reassembled.0.mac.demuxed.length,rlc.reassembled.0.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.1.rlc.reassembled.MRbuf,rlc.reassembled.1.rlc.reassembled.timestamp,rlc.reassembled.1.rlc.reassembled.length,rlc.reassembled.1.rlc.decoded.lcid,rlc.reassembled.1.rlc.decoded.hqpid,rlc.reassembled.1.rlc.decoded.frame,rlc.reassembled.1.rlc.decoded.slot,rlc.reassembled.1.rlc.decoded.timestamp,rlc.reassembled.1.rlc.decoded.length,rlc.reassembled.1.mac.demuxed.frame,rlc.reassembled.1.mac.demuxed.slot,rlc.reassembled.1.mac.demuxed.ldpciter,rlc.reassembled.1.mac.demuxed.mcs,rlc.reassembled.1.mac.demuxed.hqpid,rlc.reassembled.1.mac.demuxed.hqround,rlc.reassembled.1.mac.demuxed.timestamp,rlc.reassembled.1.mac.demuxed.length,rlc.reassembled.1.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.2.rlc.reassembled.MRbuf,rlc.reassembled.2.rlc.reassembled.timestamp,rlc.reassembled.2.rlc.reassembled.length,rlc.reassembled.2.rlc.decoded.lcid,rlc.reassembled.2.rlc.decoded.hqpid,rlc.reassembled.2.rlc.decoded.frame,rlc.reassembled.2.rlc.decoded.slot,rlc.reassembled.2.rlc.decoded.timestamp,rlc.reassembled.2.rlc.decoded.length,rlc.reassembled.2.mac.demuxed.frame,rlc.reassembled.2.mac.demuxed.slot,rlc.reassembled.2.mac.demuxed.ldpciter,rlc.reassembled.2.mac.demuxed.mcs,rlc.reassembled.2.mac.demuxed.hqpid,rlc.reassembled.2.mac.demuxed.hqround,rlc.reassembled.2.mac.demuxed.timestamp,rlc.reassembled.2.mac.demuxed.length,rlc.reassembled.2.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.2.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.3.rlc.reassembled.MRbuf,rlc.reassembled.3.rlc.reassembled.timestamp,rlc.reassembled.3.rlc.reassembled.length,rlc.reassembled.3.rlc.decoded.lcid,rlc.reassembled.3.rlc.decoded.hqpid,rlc.reassembled.3.rlc.decoded.frame,rlc.reassembled.3.rlc.decoded.slot,rlc.reassembled.3.rlc.decoded.timestamp,rlc.reassembled.3.rlc.decoded.length,rlc.reassembled.3.mac.demuxed.frame,rlc.reassembled.3.mac.demuxed.slot,rlc.reassembled.3.mac.demuxed.ldpciter,rlc.reassembled.3.mac.demuxed.mcs,rlc.reassembled.3.mac.demuxed.hqpid,rlc.reassembled.3.mac.demuxed.hqround,rlc.reassembled.3.mac.demuxed.timestamp,rlc.reassembled.3.mac.demuxed.length,rlc.reassembled.3.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.3.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqround
299,298,1722015966.452321,1722015966.4664705,1722015966.466432,128,299,1722015966.466429,128,1722015966.466423,131,1931185666,1722015966.466423,95,4,9,602,7,1722015966.46642,100,602,7,4,9,9,0,1722015966.466419,120,1722015966.466326,602,7,9,0,1931185666,1722015966.461406,36,4,9,602,7,1722015966.46642,100,602,7,4,9,9,0,1722015966.466419,120,1722015966.466326,602,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,299,1722015966.4724529,1722015966.4914691,1722015966.491434,128,300,1722015966.491431,128,1722015966.491425,131,1931185666,1722015966.491425,95,4,11,604,17,1722015966.491425,100,604,17,3,9,11,0,1722015966.491424,120,1722015966.491357,604,17,11,0,1931185666,1722015966.48643,36,4,11,604,17,1722015966.491425,100,604,17,3,9,11,0,1722015966.491424,120,1722015966.491357,604,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,300,1722015966.4925838,1722015966.5965014,1722015966.596431,128,301,1722015966.596426,128,1722015966.596417,131,1931185666,1722015966.596417,2,4,15,615,7,1722015966.596416,7,615,7,3,8,15,0,1722015966.596415,55,1722015966.596326,615,7,15,0,1931185666,1722015966.511415,99,4,15,615,7,1722015966.596416,7,615,7,3,8,15,0,1722015966.596415,55,1722015966.596326,615,7,15,0,1931185666,1722015966.506428,30,4,15,615,7,1722015966.596416,7,615,7,3,8,15,0,1722015966.596415,55,1722015966.596326,615,7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,301,1722015966.5116603,1722015966.6066434,1722015966.606609,128,302,1722015966.606606,128,1722015966.606599,131,1931185666,1722015966.606599,110,4,14,616,7,1722015966.606599,115,616,7,5,8,14,1,1722015966.606598,792,1722015966.606366,616,7,14,1,1931185675,1722015966.596422,21,4,15,615,7,1722015966.596422,24,615,7,3,8,15,0,1722015966.596415,55,1722015966.596326,615,7,15,0,,,,,,,,,,,,,,,,,,,,,,,1722015966.601333,615,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,301,1722015966.5116603,1722015966.6066434,1722015966.60661,128,303,1722015966.606609,128,1722015966.606603,131,1931185783,1722015966.606603,131,4,14,616,7,1722015966.606603,134,616,7,5,8,14,1,1722015966.606598,792,1722015966.606366,616,7,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015966.601333,615,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,301,1722015966.5116603,1722015966.6066434,1722015966.606611,128,304,1722015966.60661,128,1722015966.606604,131,1931185919,1722015966.606604,131,4,14,616,7,1722015966.606604,134,616,7,5,8,14,1,1722015966.606598,792,1722015966.606366,616,7,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015966.601333,615,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,301,1722015966.5116603,1722015966.6066434,1722015966.606613,128,305,1722015966.606611,128,1722015966.606605,131,1931186055,1722015966.606605,131,4,14,616,7,1722015966.606604,134,616,7,5,8,14,1,1722015966.606598,792,1722015966.606366,616,7,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015966.601333,615,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,301,1722015966.5116603,1722015966.6066434,1722015966.606614,128,306,1722015966.606613,128,1722015966.606605,131,1931186191,1722015966.606605,131,4,14,616,7,1722015966.606605,134,616,7,5,8,14,1,1722015966.606598,792,1722015966.606366,616,7,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015966.601333,615,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,306,1722015966.6123378,1722015966.6315308,1722015966.631492,128,307,1722015966.631487,128,1722015966.631481,131,1931185666,1722015966.631481,105,4,1,618,17,1722015966.631481,110,618,17,5,7,1,0,1722015966.63148,150,1722015966.631376,618,17,1,0,1931185666,1722015966.626397,26,4,1,618,17,1722015966.631481,110,618,17,5,7,1,0,1722015966.63148,150,1722015966.631376,618,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,307,1722015966.6324787,1722015966.651507,1722015966.651468,128,308,1722015966.651465,128,1722015966.651459,131,1931185666,1722015966.651459,105,4,3,620,17,1722015966.651458,110,620,17,4,7,3,0,1722015966.651457,150,1722015966.651372,620,17,3,0,1931185666,1722015966.646449,26,4,3,620,17,1722015966.651458,110,620,17,4,7,3,0,1722015966.651457,150,1722015966.651372,620,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,308,1722015966.6526084,1722015966.6714618,1722015966.671427,128,309,1722015966.671425,128,1722015966.671419,131,1931185666,1722015966.671418,105,4,5,622,17,1722015966.671418,110,622,17,3,7,5,0,1722015966.671417,150,1722015966.671345,622,17,5,0,1931185666,1722015966.666448,26,4,5,622,17,1722015966.671418,110,622,17,3,7,5,0,1722015966.671417,150,1722015966.671345,622,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,309,1722015966.6716857,1722015966.6864872,1722015966.68645,128,310,1722015966.686447,128,1722015966.686441,131,1931185666,1722015966.686441,105,4,8,624,7,1722015966.68644,110,624,7,3,7,8,0,1722015966.68644,150,1722015966.686352,624,7,8,0,1931185666,1722015966.681364,26,4,8,624,7,1722015966.68644,110,624,7,3,7,8,0,1722015966.68644,150,1722015966.686352,624,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,310,1722015966.6918178,1722015966.7064567,1722015966.70642,128,311,1722015966.706417,128,1722015966.70641,131,1931185666,1722015966.70641,105,4,9,626,7,1722015966.706409,110,626,7,3,7,9,0,1722015966.706409,150,1722015966.706336,626,7,9,0,1931185666,1722015966.701419,26,4,9,626,7,1722015966.706409,110,626,7,3,7,9,0,1722015966.706409,150,1722015966.706336,626,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,311,1722015966.7119477,1722015966.726554,1722015966.726508,128,312,1722015966.726505,128,1722015966.726499,131,1931185666,1722015966.726498,105,4,11,628,7,1722015966.726498,110,628,7,4,6,11,0,1722015966.726495,160,1722015966.726393,628,7,11,0,1931185666,1722015966.721416,26,4,11,628,7,1722015966.726498,110,628,7,4,6,11,0,1722015966.726495,160,1722015966.726393,628,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,312,1722015966.732079,1722015966.7465081,1722015966.746468,128,313,1722015966.746464,128,1722015966.746457,131,1931185666,1722015966.746457,109,4,13,630,7,1722015966.746456,114,630,7,3,6,13,0,1722015966.746455,160,1722015966.746371,630,7,13,0,1931185666,1722015966.741395,22,4,13,630,7,1722015966.746456,114,630,7,3,6,13,0,1722015966.746455,160,1722015966.746371,630,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,313,1722015966.7522137,1722015966.7664661,1722015966.766431,128,314,1722015966.766428,128,1722015966.766422,131,1931185666,1722015966.766422,109,4,14,632,7,1722015966.766422,114,632,7,3,6,14,0,1722015966.766421,160,1722015966.766349,632,7,14,0,1931185666,1722015966.761364,22,4,14,632,7,1722015966.766422,114,632,7,3,6,14,0,1722015966.766421,160,1722015966.766349,632,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,314,1722015966.7723475,1722015966.7914274,1722015966.791392,128,315,1722015966.791389,128,1722015966.791383,131,1931185666,1722015966.791382,109,4,1,634,17,1722015966.791382,114,634,17,3,6,1,0,1722015966.791382,160,1722015966.791318,634,17,1,0,1931185666,1722015966.786399,22,4,1,634,17,1722015966.791382,114,634,17,3,6,1,0,1722015966.791382,160,1722015966.791318,634,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,315,1722015966.7924798,1722015966.8115082,1722015966.811474,128,316,1722015966.811471,128,1722015966.811464,131,1931185666,1722015966.811464,109,4,3,636,17,1722015966.811464,114,636,17,4,6,3,0,1722015966.811463,160,1722015966.81138,636,17,3,0,1931185666,1722015966.806462,22,4,3,636,17,1722015966.811464,114,636,17,4,6,3,0,1722015966.811463,160,1722015966.81138,636,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,316,1722015966.8126104,1722015966.8314729,1722015966.831438,128,317,1722015966.831434,128,1722015966.831428,131,1931185666,1722015966.831426,109,4,5,638,17,1722015966.831426,114,638,17,3,6,5,0,1722015966.831426,160,1722015966.831358,638,17,5,0,1931185666,1722015966.826437,22,4,5,638,17,1722015966.831426,114,638,17,3,6,5,0,1722015966.831426,160,1722015966.831358,638,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,317,1722015966.8316839,1722015966.8464963,1722015966.84646,128,318,1722015966.846457,128,1722015966.846452,131,1931185666,1722015966.846452,109,4,8,640,7,1722015966.846451,114,640,7,3,6,8,0,1722015966.84645,160,1722015966.846361,640,7,8,0,1931185666,1722015966.841365,22,4,8,640,7,1722015966.846451,114,640,7,3,6,8,0,1722015966.84645,160,1722015966.846361,640,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,318,1722015966.8517618,1722015966.8664727,1722015966.866435,128,319,1722015966.866432,128,1722015966.866426,131,1931185666,1722015966.866426,109,4,9,642,7,1722015966.866426,114,642,7,3,6,9,0,1722015966.866425,160,1722015966.866334,642,7,9,0,1931185666,1722015966.861357,22,4,9,642,7,1722015966.866426,114,642,7,3,6,9,0,1722015966.866425,160,1722015966.866334,642,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,319,1722015966.8718934,1722015966.8865187,1722015966.886478,128,320,1722015966.886475,128,1722015966.886468,131,1931185666,1722015966.886468,109,4,11,644,7,1722015966.886467,114,644,7,3,6,11,0,1722015966.886467,160,1722015966.886394,644,7,11,0,1931185666,1722015966.881397,22,4,11,644,7,1722015966.886467,114,644,7,3,6,11,0,1722015966.886467,160,1722015966.886394,644,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,320,1722015966.8920228,1722015966.9064765,1722015966.906442,128,321,1722015966.906439,128,1722015966.906432,131,1931185666,1722015966.906432,109,4,13,646,7,1722015966.906432,114,646,7,3,6,13,0,1722015966.906431,160,1722015966.906364,646,7,13,0,1931185666,1722015966.901392,22,4,13,646,7,1722015966.906432,114,646,7,3,6,13,0,1722015966.906431,160,1722015966.906364,646,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,321,1722015966.9121528,1722015966.926461,1722015966.926425,128,322,1722015966.926423,128,1722015966.926417,131,1931185666,1722015966.926417,109,4,14,648,7,1722015966.926417,114,648,7,3,6,14,0,1722015966.926416,160,1722015966.926357,648,7,14,0,1931185666,1722015966.921366,22,4,14,648,7,1722015966.926417,114,648,7,3,6,14,0,1722015966.926416,160,1722015966.926357,648,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,322,1722015966.9322822,1722015966.9464545,1722015966.94642,128,323,1722015966.946416,128,1722015966.94641,131,1931185666,1722015966.94641,109,4,1,650,7,1722015966.946409,114,650,7,4,6,1,0,1722015966.946409,160,1722015966.946336,650,7,1,0,1931185666,1722015966.941371,22,4,1,650,7,1722015966.946409,114,650,7,4,6,1,0,1722015966.946409,160,1722015966.946336,650,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,323,1722015966.9524136,1722015966.9714944,1722015966.971459,128,324,1722015966.971455,128,1722015966.971449,131,1931185666,1722015966.971449,109,4,3,652,17,1722015966.971448,114,652,17,3,6,3,0,1722015966.971447,160,1722015966.971374,652,17,3,0,1931185666,1722015966.966394,22,4,3,652,17,1722015966.971448,114,652,17,3,6,3,0,1722015966.971447,160,1722015966.971374,652,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,324,1722015966.9725444,1722015966.991484,1722015966.991444,128,325,1722015966.991441,128,1722015966.991436,131,1931185666,1722015966.991436,109,4,5,654,17,1722015966.991435,114,654,17,3,6,5,0,1722015966.991434,160,1722015966.991353,654,17,5,0,1931185666,1722015966.986447,22,4,5,654,17,1722015966.991435,114,654,17,3,6,5,0,1722015966.991434,160,1722015966.991353,654,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,325,1722015966.9926758,1722015967.0065024,1722015967.006456,128,326,1722015967.006452,128,1722015967.006445,131,1931185666,1722015967.006445,131,4,8,656,7,1722015967.006444,134,656,7,4,6,8,0,1722015967.006444,160,1722015967.006369,656,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,326,1722015967.0117512,1722015967.0264637,1722015967.026427,128,327,1722015967.026424,128,1722015967.026418,131,1931185666,1722015967.026418,109,4,9,658,7,1722015967.026417,114,658,7,4,6,9,0,1722015967.026417,160,1722015967.026341,658,7,9,0,1931185666,1722015967.021351,22,4,9,658,7,1722015967.026417,114,658,7,4,6,9,0,1722015967.026417,160,1722015967.026341,658,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,327,1722015967.0318832,1722015967.0464532,1722015967.046415,128,328,1722015967.046411,128,1722015967.046405,131,1931185666,1722015967.046405,109,4,11,660,7,1722015967.046405,114,660,7,3,6,11,0,1722015967.046404,160,1722015967.046325,660,7,11,0,1931185666,1722015967.041399,22,4,11,660,7,1722015967.046405,114,660,7,3,6,11,0,1722015967.046404,160,1722015967.046325,660,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,328,1722015967.0520139,1722015967.0664904,1722015967.066455,128,329,1722015967.066453,128,1722015967.066446,131,1931185666,1722015967.066446,109,4,13,662,7,1722015967.066446,114,662,7,3,6,13,0,1722015967.066445,160,1722015967.066379,662,7,13,0,1931185666,1722015967.061373,22,4,13,662,7,1722015967.066446,114,662,7,3,6,13,0,1722015967.066445,160,1722015967.066379,662,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,329,1722015967.0721438,1722015967.0864587,1722015967.086428,128,330,1722015967.086425,128,1722015967.08642,131,1931185666,1722015967.08642,109,4,14,664,7,1722015967.08642,114,664,7,3,6,14,0,1722015967.086418,160,1722015967.086354,664,7,14,0,1931185666,1722015967.08138,22,4,14,664,7,1722015967.08642,114,664,7,3,6,14,0,1722015967.086418,160,1722015967.086354,664,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,330,1722015967.0922742,1722015967.1064692,1722015967.106433,128,331,1722015967.10643,128,1722015967.106424,131,1931185666,1722015967.106424,109,4,1,666,7,1722015967.106424,114,666,7,3,6,1,0,1722015967.106423,160,1722015967.106357,666,7,1,0,1931185666,1722015967.10135,22,4,1,666,7,1722015967.106424,114,666,7,3,6,1,0,1722015967.106423,160,1722015967.106357,666,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,331,1722015967.1124055,1722015967.1315248,1722015967.131483,128,332,1722015967.131481,128,1722015967.131475,131,1931185666,1722015967.131474,109,4,3,668,17,1722015967.131474,114,668,17,3,6,3,0,1722015967.131473,160,1722015967.131378,668,17,3,0,1931185666,1722015967.126386,22,4,3,668,17,1722015967.131474,114,668,17,3,6,3,0,1722015967.131473,160,1722015967.131378,668,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,332,1722015967.1325374,1722015967.1515033,1722015967.151443,128,333,1722015967.151439,128,1722015967.151433,131,1931185666,1722015967.151433,109,4,5,670,17,1722015967.151432,114,670,17,3,6,5,0,1722015967.151432,160,1722015967.151361,670,17,5,0,1931185666,1722015967.146465,22,4,5,670,17,1722015967.151432,114,670,17,3,6,5,0,1722015967.151432,160,1722015967.151361,670,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,333,1722015967.1526735,1722015967.2064648,1722015967.206414,128,334,1722015967.206413,128,1722015967.206404,131,1931185666,1722015967.206403,109,4,11,676,7,1722015967.206403,114,676,7,4,6,11,0,1722015967.206402,160,1722015967.206326,676,7,11,0,1931185666,1722015967.166445,22,4,11,676,7,1722015967.206403,114,676,7,4,6,11,0,1722015967.206402,160,1722015967.206326,676,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,335,1722015967.191943,1722015967.296659,1722015967.296598,128,336,1722015967.296594,128,1722015967.296586,131,1931185666,1722015967.296586,63,4,13,685,7,1722015967.296585,68,685,7,4,6,13,0,1722015967.296584,704,1722015967.296376,685,7,13,0,1931185666,1722015967.291436,20,4,13,685,7,1722015967.296585,68,685,7,4,6,13,0,1722015967.296584,704,1722015967.296376,685,7,13,0,1931185782,1722015967.206407,26,4,11,676,7,1722015967.206407,31,676,7,4,6,11,0,1722015967.206402,160,1722015967.206326,676,7,11,0,,,,,,,,,,,,,,,,1931185666,1722015967.201416,22,4,13,685,7,1722015967.296585,68,685,7,4,6,13,0,1722015967.296584,704,1722015967.296376,685,7,13,0,,,,,,,,,,,,,,,
337,335,1722015967.191943,1722015967.296659,1722015967.2966,128,337,1722015967.296599,128,1722015967.296592,131,1931185736,1722015967.296591,131,4,13,685,7,1722015967.296591,134,685,7,4,6,13,0,1722015967.296584,704,1722015967.296376,685,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,335,1722015967.191943,1722015967.296659,1722015967.296602,128,338,1722015967.296601,128,1722015967.296592,131,1931185872,1722015967.296592,131,4,13,685,7,1722015967.296592,134,685,7,4,6,13,0,1722015967.296584,704,1722015967.296376,685,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,335,1722015967.191943,1722015967.296659,1722015967.296603,128,339,1722015967.296602,128,1722015967.296594,131,1931186008,1722015967.296594,131,4,13,685,7,1722015967.296594,134,685,7,4,6,13,0,1722015967.296584,704,1722015967.296376,685,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
